,Open,High,Low,Close,Adj Close,Volume
2022-02-15 05:00:00+00:00,43504.5546875,43601.35546875,43466.53515625,43589.609375,43589.609375,0
2022-02-15 06:00:00+00:00,43585.5546875,43637.1328125,43559.48046875,43572.56640625,43572.56640625,0
2022-02-15 07:00:00+00:00,43570.23046875,43721.83203125,43562.6171875,43716.9375,43716.9375,205205504
2022-02-15 08:00:00+00:00,43719.609375,44032.99609375,43691.0859375,43955.4453125,43955.4453125,986931200
2022-02-15 09:00:00+00:00,43986.86328125,44046.69140625,43896.49609375,44043.27734375,44043.27734375,363268096
2022-02-15 10:00:00+00:00,44041.54296875,44278.125,44001.265625,44257.73828125,44257.73828125,566730752
2022-02-15 11:00:00+00:00,44268.53125,44331.95703125,44154.97265625,44299.6328125,44299.6328125,505833472
2022-02-15 12:00:00+00:00,44292.73828125,44316.1484375,44196.59375,44217.60546875,44217.60546875,0
2022-02-15 13:00:00+00:00,44212.76171875,44286.3125,44127.14453125,44270.421875,44270.421875,19374080
2022-02-15 14:00:00+00:00,44268.875,44427.53125,44248.46875,44323.74609375,44323.74609375,254089216
2022-02-15 15:00:00+00:00,44308.19921875,44308.19921875,44169.55078125,44251.328125,44251.328125,0
2022-02-15 16:00:00+00:00,44246.7890625,44246.7890625,44079.21484375,44117.0234375,44117.0234375,0
2022-02-15 17:00:00+00:00,44117.6015625,44149.26171875,43935.32421875,43958.26171875,43958.26171875,221417472
2022-02-15 18:00:00+00:00,43955.62890625,44133.36328125,43920.28515625,44124.61328125,44124.61328125,0
2022-02-15 19:00:00+00:00,44125.24609375,44126.984375,44003.90234375,44003.90234375,44003.90234375,0
2022-02-15 20:00:00+00:00,44000.578125,44140.7265625,43997.76171875,44109.3125,44109.3125,0
2022-02-15 21:00:00+00:00,44116.7265625,44149.83984375,43973.3203125,43997.40234375,43997.40234375,3717120
2022-02-15 22:00:00+00:00,43997.72265625,44317.03515625,43992.4375,44208.125,44208.125,23234560
2022-02-15 23:00:00+00:00,44197.9296875,44667.21875,44170.77734375,44592.89453125,44592.89453125,809453568
2022-02-16 00:00:00+00:00,44578.27734375,44578.27734375,44210.6328125,44229.05859375,44229.05859375,172279808
2022-02-16 01:00:00+00:00,44229.98046875,44232.1640625,44004.21484375,44004.8359375,44004.8359375,0
2022-02-16 02:00:00+00:00,44014.265625,44049.6953125,43960.22265625,44049.6953125,44049.6953125,0
2022-02-16 03:00:00+00:00,44050.140625,44147.78125,44013.328125,44014.69140625,44014.69140625,173340672
2022-02-16 04:00:00+00:00,44018.07421875,44018.48046875,43762.26953125,43901.30078125,43901.30078125,129597440
2022-02-16 05:00:00+00:00,43903.26953125,44080.77734375,43903.26953125,44063.05078125,44063.05078125,79415296
2022-02-16 06:00:00+00:00,44062.3125,44162.109375,44056.93359375,44062.37890625,44062.37890625,0
2022-02-16 07:00:00+00:00,44062.09375,44141.86328125,43994.4921875,44141.86328125,44141.86328125,0
2022-02-16 08:00:00+00:00,44145.52734375,44308.3125,44145.52734375,44160.4921875,44160.4921875,0
2022-02-16 09:00:00+00:00,44157.87109375,44221.37109375,44076.3671875,44076.3671875,44076.3671875,0
2022-02-16 10:00:00+00:00,44071.9921875,44120.296875,43953.32421875,44120.296875,44120.296875,0
2022-02-16 11:00:00+00:00,44119.13671875,44214.93359375,44118.5625,44206.44921875,44206.44921875,0
2022-02-16 12:00:00+00:00,44200.82421875,44208.32421875,44022.63671875,44022.63671875,44022.63671875,0
2022-02-16 13:00:00+00:00,44029.0078125,44064.5703125,43640.39453125,43644.65625,43644.65625,238129152
2022-02-16 14:00:00+00:00,43654.36328125,43728.31640625,43472.078125,43480.140625,43480.140625,191696896
2022-02-16 15:00:00+00:00,43486.921875,43681.7421875,43486.921875,43599.984375,43599.984375,184752128
2022-02-16 16:00:00+00:00,43602.5546875,43665.953125,43456.69140625,43665.734375,43665.734375,0
2022-02-16 17:00:00+00:00,43668.30859375,43682.30078125,43587.7421875,43602.50390625,43602.50390625,0
2022-02-16 18:00:00+00:00,43603.8125,43847.5390625,43559.0546875,43843.16015625,43843.16015625,1144832
2022-02-16 19:00:00+00:00,43837.96484375,44298.9921875,43824.0,44231.18359375,44231.18359375,1331484672
2022-02-16 20:00:00+00:00,44229.77734375,44309.03125,44138.2421875,44138.2421875,44138.2421875,78548992
2022-02-16 21:00:00+00:00,44134.67578125,44162.36328125,43997.515625,44017.25,44017.25,57036800
2022-02-16 22:00:00+00:00,44030.921875,44144.1171875,44002.42578125,44051.9609375,44051.9609375,0
2022-02-16 23:00:00+00:00,44052.56640625,44163.87890625,43953.828125,43956.2421875,43956.2421875,0
2022-02-17 00:00:00+00:00,43937.0703125,44053.88671875,43879.9453125,44053.88671875,44053.88671875,0
2022-02-17 01:00:00+00:00,44049.5078125,44132.97265625,44020.71875,44045.65625,44045.65625,0
2022-02-17 02:00:00+00:00,44043.13671875,44082.77734375,43906.22265625,44012.484375,44012.484375,129370112
2022-02-17 03:00:00+00:00,44011.33203125,44011.33203125,43701.4765625,43701.4765625,43701.4765625,0
2022-02-17 04:00:00+00:00,43698.1171875,43698.1171875,43437.33203125,43617.97265625,43617.97265625,450650112
2022-02-17 05:00:00+00:00,43623.53515625,43681.80859375,43560.46484375,43634.06640625,43634.06640625,6318080
2022-02-17 06:00:00+00:00,43630.11328125,43859.76953125,43620.62109375,43846.33203125,43846.33203125,258187264
2022-02-17 07:00:00+00:00,43842.8203125,43917.84765625,43761.8046875,43917.84765625,43917.84765625,0
2022-02-17 08:00:00+00:00,43918.1875,43955.97265625,43436.89453125,43454.37109375,43454.37109375,528762880
2022-02-17 09:00:00+00:00,43460.01171875,43507.37890625,43157.875,43212.0078125,43212.0078125,693690368
2022-02-17 10:00:00+00:00,43223.1484375,43340.03125,43074.2109375,43074.2109375,43074.2109375,118368256
2022-02-17 11:00:00+00:00,43094.7265625,43192.70703125,43056.46484375,43188.70703125,43188.70703125,264501248
2022-02-17 12:00:00+00:00,43186.6796875,43327.71875,43186.6796875,43228.859375,43228.859375,197392384
2022-02-17 13:00:00+00:00,43241.09375,43267.64453125,42297.1875,42297.1875,42297.1875,658880512
2022-02-17 14:00:00+00:00,42296.37890625,42402.4140625,41977.01171875,41981.3046875,41981.3046875,661858304
2022-02-17 15:00:00+00:00,41980.10546875,42094.3671875,41891.71875,41949.21484375,41949.21484375,633677824
2022-02-17 16:00:00+00:00,41951.95703125,42098.484375,41862.31640625,41981.0078125,41981.0078125,0
2022-02-17 17:00:00+00:00,42001.69140625,42018.62890625,41740.1796875,41802.9609375,41802.9609375,309395456
2022-02-17 18:00:00+00:00,41799.8984375,41861.94921875,40960.62109375,41286.546875,41286.546875,1765971968
2022-02-17 19:00:00+00:00,41277.30859375,41277.30859375,41082.37109375,41196.3203125,41196.3203125,0
2022-02-17 20:00:00+00:00,41200.0,41200.0,40951.4140625,40989.90234375,40989.90234375,238782464
2022-02-17 21:00:00+00:00,40974.81640625,40976.0,40249.37109375,40721.33984375,40721.33984375,1511974912
2022-02-17 22:00:00+00:00,40694.40234375,40720.55078125,40516.03125,40703.23046875,40703.23046875,300820480
2022-02-17 23:00:00+00:00,40714.26171875,40746.7890625,40521.76953125,40521.76953125,40521.76953125,192847872
2022-02-18 00:00:00+00:00,40563.98828125,40668.45703125,40417.203125,40595.6953125,40595.6953125,508751872
2022-02-18 01:00:00+00:00,40600.2421875,40901.01171875,40451.86328125,40820.19140625,40820.19140625,673372160
2022-02-18 02:00:00+00:00,40816.109375,40867.140625,40735.8671875,40771.421875,40771.421875,0
2022-02-18 03:00:00+00:00,40772.78515625,40784.76953125,40665.08984375,40717.40234375,40717.40234375,0
2022-02-18 04:00:00+00:00,40716.7578125,40765.6328125,40621.19921875,40635.81640625,40635.81640625,0
2022-02-18 05:00:00+00:00,40630.49609375,40706.72265625,40595.1953125,40682.12890625,40682.12890625,100038656
2022-02-18 06:00:00+00:00,40666.23828125,40745.59375,40645.76171875,40718.984375,40718.984375,4558848
2022-02-18 07:00:00+00:00,40734.78515625,40790.6796875,40632.8046875,40684.5078125,40684.5078125,152375296
2022-02-18 08:00:00+00:00,40686.45703125,40905.2890625,40686.45703125,40899.53515625,40899.53515625,0
2022-02-18 09:00:00+00:00,40900.921875,40929.15234375,40810.4453125,40904.46875,40904.46875,0
2022-02-18 10:00:00+00:00,40905.6796875,40905.6796875,40758.33984375,40832.890625,40832.890625,0
2022-02-18 11:00:00+00:00,40827.1328125,40827.1328125,40232.27734375,40232.27734375,40232.27734375,309235712
2022-02-18 12:00:00+00:00,40246.625,40501.90625,40214.9296875,40452.09375,40452.09375,667990016
2022-02-18 13:00:00+00:00,40440.53125,40507.296875,40282.65234375,40418.74609375,40418.74609375,0
2022-02-18 14:00:00+00:00,40417.546875,40469.9921875,39781.73828125,40388.71875,40388.71875,616175616
2022-02-18 15:00:00+00:00,40377.51953125,40589.92578125,39819.14453125,39838.37109375,39838.37109375,877344768
2022-02-18 16:00:00+00:00,39846.5703125,40317.31640625,39637.6171875,40158.06640625,40158.06640625,0
2022-02-18 17:00:00+00:00,40119.92578125,40295.01171875,40040.20703125,40083.37109375,40083.37109375,297244672
2022-02-18 18:00:00+00:00,40077.97265625,40174.98828125,39869.48828125,40152.671875,40152.671875,0
2022-02-18 19:00:00+00:00,40162.16796875,40283.51171875,40096.9375,40201.6953125,40201.6953125,0
2022-02-18 20:00:00+00:00,40241.28125,40266.8359375,40016.5703125,40016.5703125,40016.5703125,0
2022-02-18 21:00:00+00:00,40058.97265625,40143.9375,40018.76171875,40048.18359375,40048.18359375,0
2022-02-18 22:00:00+00:00,40039.578125,40051.94140625,39829.609375,39979.3359375,39979.3359375,0
2022-02-18 23:00:00+00:00,39975.77734375,40080.8515625,39944.8359375,40031.390625,40031.390625,0
2022-02-19 00:00:00+00:00,40015.02734375,40205.37109375,39994.37109375,40185.8515625,40185.8515625,0
2022-02-19 01:00:00+00:00,40197.58984375,40265.328125,40156.921875,40182.28125,40182.28125,0
2022-02-19 02:00:00+00:00,40187.765625,40212.7109375,40128.2890625,40190.140625,40190.140625,0
2022-02-19 03:00:00+00:00,40180.11328125,40213.94140625,40109.58984375,40145.71484375,40145.71484375,92598272
2022-02-19 04:00:00+00:00,40145.75390625,40244.15625,40121.11328125,40230.42578125,40230.42578125,0
2022-02-19 05:00:00+00:00,40242.22265625,40266.3125,40198.53125,40252.2734375,40252.2734375,0
2022-02-19 06:00:00+00:00,40256.9140625,40418.87890625,40245.26171875,40407.48046875,40407.48046875,119955456
2022-02-19 07:00:00+00:00,40392.2265625,40400.30078125,40297.52734375,40297.52734375,40297.52734375,0
2022-02-19 08:00:00+00:00,40291.19921875,40306.546875,40069.57421875,40074.5078125,40074.5078125,0
2022-02-19 09:00:00+00:00,40056.46875,40061.26171875,39967.2890625,39978.9609375,39978.9609375,0
2022-02-19 10:00:00+00:00,39970.26171875,39989.62890625,39845.25390625,39934.73046875,39934.73046875,19173376
2022-02-19 11:00:00+00:00,39956.140625,40011.9296875,39756.265625,39825.6796875,39825.6796875,0
2022-02-19 12:00:00+00:00,39851.4453125,39945.7421875,39752.76953125,39780.2421875,39780.2421875,0
